operacion_cliente,operacion_cantidad_facturas,operacion_gasto_operacional,operacion_gasto_administrativo,operacion_monto,operacion_interes,operacion_mora,operacion_fecha_curse,operacion_fecha_vencimiento,operacion_fecha_pago
9461,7,30000,0,353025793,0.018662,0.0,2023-09-21 04:24:21,2023-12-20 04:24:21,2023-12-20 04:24:21
9462,2,20000,0,28743605,0.021742,0.0,2021-05-07 15:34:38,2021-06-06 15:34:38,2021-06-06 15:34:38
9463,6,10000,0,641605086,0.026554,0.0,2021-10-26 10:02:45,2022-01-24 10:02:45,2022-01-24 10:02:45
9464,4,0,20000,223609116,0.018319,0.0,2022-07-28 23:47:56,2022-08-27 23:47:56,2022-08-27 23:47:56
9465,6,20000,0,127449158,0.020335,0.0,2022-10-18 04:13:57,2022-11-17 04:13:57,2022-11-17 04:13:57
9466,10,20000,0,87195768,0.024195,0.0,2023-08-08 19:24:33,2023-09-07 19:24:33,2023-09-07 19:24:33
9467,4,10000,20000,636885013,0.009827,0.0,2022-11-28 21:33:16,2023-02-26 21:33:16,2023-02-26 21:33:16
9468,1,30000,0,75075604,0.009534,0.0,2023-02-23 12:12:09,2023-03-25 12:12:09,2023-03-25 12:12:09
9469,12,10000,0,489393169,0.026203,0.0,2022-02-08 04:22:30,2022-03-10 04:22:30,2022-03-10 04:22:30
9470,4,10000,0,203322294,0.01796,0.0,2021-09-30 12:12:07,2021-11-29 12:12:07,2021-11-29 12:12:07
9471,4,0,0,958170344,0.02577,0.0,2020-09-22 08:49:30,2020-10-22 08:49:30,2020-10-22 08:49:30
9472,7,0,0,472354149,0.012424,0.0,2021-03-31 23:55:01,2021-06-29 23:55:01,2021-06-29 23:55:01
9473,1,0,0,982892642,0.015445,11642196.469604217,2021-12-29 04:38:29,2022-03-29 04:38:29,2022-05-09 04:38:29
9474,1,0,0,196363623,0.009219,0.0,2021-04-24 11:09:04,2021-05-24 11:09:04,2021-05-24 11:09:04
9475,8,10000,0,937837373,0.014632,0.0,2022-04-30 10:44:44,2022-07-29 10:44:44,2022-07-29 10:44:44
9476,8,30000,0,841477105,0.028261,0.0,2023-07-20 06:29:25,2023-08-19 06:29:25,2023-08-19 06:29:25
9477,1,10000,0,450561088,0.021875,0.0,2022-02-07 14:23:05,2022-03-09 14:23:05,2022-03-09 14:23:05
9478,7,10000,0,876384368,0.009401,0.0,2023-05-21 14:54:55,2023-07-20 14:54:55,2023-07-20 14:54:55
9479,10,0,0,809871062,0.021235,809110.4828145014,2022-03-15 04:49:42,2022-05-14 04:49:42,2022-06-01 04:49:42
9480,1,0,0,577414305,0.016705,0.0,2023-03-13 12:22:58,2023-04-12 12:22:58,2023-04-12 12:22:58
9481,4,30000,0,66699319,0.017397,0.0,2023-08-25 14:42:14,2023-10-24 14:42:14,2023-10-24 14:42:14
9482,12,0,0,786424100,0.021846,0.0,2021-09-24 14:03:19,2021-10-24 14:03:19,2021-10-24 14:03:19
9483,12,10000,0,430692911,0.010043,0.0,2020-03-20 18:17:29,2020-06-18 18:17:29,2020-06-18 18:17:29
9484,8,0,0,455361642,0.025623,0.0,2023-03-27 10:22:07,2023-04-26 10:22:07,2023-04-26 10:22:07
9485,6,0,0,46010273,0.022813,0.0,2022-10-08 16:31:32,2022-11-07 16:31:32,2022-11-07 16:31:32
9486,9,20000,0,393056718,0.02442,1637163.123865327,2020-08-15 09:03:10,2020-09-14 09:03:10,2020-10-09 09:03:10
9487,1,10000,0,994831949,0.027206,0.0,2020-04-13 02:33:21,2020-07-12 02:33:21,2020-07-12 02:33:21
9488,6,20000,0,740262774,0.02776,0.0,2020-04-23 14:53:02,2020-07-22 14:53:02,2020-07-22 14:53:02
9489,9,20000,0,437281252,0.019061,335166.50222755695,2021-09-27 16:09:11,2021-11-26 16:09:11,2022-01-12 16:09:11
9490,9,20000,0,624141263,0.02153,0.0,2023-01-19 17:05:52,2023-03-20 17:05:52,2023-03-20 17:05:52
9491,3,30000,0,992413369,0.025552,9381401.044842679,2021-11-18 19:23:01,2022-02-16 19:23:01,2022-03-23 19:23:01
9492,5,30000,50000,984260055,0.012589,0.0,2023-03-19 17:15:24,2023-05-18 17:15:24,2023-05-18 17:15:24
9493,8,0,0,58358772,0.028357,0.0,2022-12-28 19:12:06,2023-03-28 19:12:06,2023-03-28 19:12:06
9494,8,10000,0,448736740,0.019739,0.0,2021-05-02 19:42:34,2021-07-31 19:42:34,2021-07-31 19:42:34
9495,2,30000,10000,992405313,0.027439,0.0,2021-07-12 09:25:15,2021-08-11 09:25:15,2021-08-11 09:25:15
9496,9,20000,0,857944406,0.020146,0.0,2020-11-26 20:43:25,2020-12-26 20:43:25,2020-12-26 20:43:25
9497,6,0,0,853365146,0.013837,0.0,2021-02-19 12:33:16,2021-03-21 12:33:16,2021-03-21 12:33:16
9498,3,30000,0,835296686,0.020876,0.0,2023-05-25 02:42:14,2023-08-23 02:42:14,2023-08-23 02:42:14
9499,2,10000,0,467804661,0.019893,0.0,2022-04-06 11:29:31,2022-07-05 11:29:31,2022-07-05 11:29:31
9500,5,30000,0,713087378,0.011711,0.0,2021-01-03 11:52:45,2021-04-03 11:52:45,2021-04-03 11:52:45
9501,8,10000,0,592719715,0.012781,2995071.219966507,2020-08-04 03:07:16,2020-10-03 03:07:16,2020-11-16 03:07:16
9502,1,0,0,626887887,0.020594,0.0,2021-11-23 03:15:49,2022-01-22 03:15:49,2022-01-22 03:15:49
9503,10,0,0,778757961,0.016703,0.0,2022-04-12 16:22:12,2022-06-11 16:22:12,2022-06-11 16:22:12
9504,8,0,0,848223419,0.019039,0.0,2021-03-04 11:58:13,2021-05-03 11:58:13,2021-05-03 11:58:13
9505,3,30000,0,12335080,0.009191,14604.8027092258,2023-07-17 21:55:27,2023-10-15 21:55:27,2023-10-19 21:55:27
9506,2,0,0,647506248,0.02419,0.0,2020-07-14 13:50:44,2020-08-13 13:50:44,2020-08-13 13:50:44
9507,6,10000,0,161665288,0.026655,0.0,2023-03-08 08:23:19,2023-06-06 08:23:19,2023-06-06 08:23:19
9508,2,0,0,383212405,0.028456,0.0,2023-01-06 01:39:48,2023-02-05 01:39:48,2023-02-05 01:39:48
9509,1,0,0,993137221,0.017423,0.0,2020-05-21 03:55:54,2020-06-20 03:55:54,2020-06-20 03:55:54
9510,10,20000,0,783426225,0.023247,0.0,2023-06-04 16:50:05,2023-08-03 16:50:05,2023-08-03 16:50:05
9511,12,20000,0,264093761,0.02354,0.0,2023-07-02 12:32:19,2023-08-31 12:32:19,2023-08-31 12:32:19
9512,2,10000,0,627694374,0.016235,654241.4286693407,2020-04-13 22:37:46,2020-05-13 22:37:46,2020-05-23 22:37:46
9513,3,10000,0,308486414,0.011357,0.0,2022-05-06 20:57:34,2022-06-05 20:57:34,2022-06-05 20:57:34
9514,6,20000,0,695189481,0.014457,0.0,2022-04-21 12:15:40,2022-06-20 12:15:40,2022-06-20 12:15:40
9515,4,0,0,97474890,0.021505,1238853.77095685,2022-09-15 17:57:57,2022-12-14 17:57:57,2023-02-03 17:57:57
9516,8,0,0,643850536,0.010233,1477122.0885205574,2020-01-16 05:52:35,2020-02-15 05:52:35,2020-03-03 05:52:35
9517,7,20000,0,852635547,0.029741,0.0,2022-11-11 07:54:17,2022-12-11 07:54:17,2022-12-11 07:54:17
9518,8,10000,0,24740420,0.009947,0.0,2023-07-04 19:40:08,2023-10-02 19:40:08,2023-10-02 19:40:08
9519,5,0,0,35703463,0.015182,0.0,2022-07-15 09:27:50,2022-09-13 09:27:50,2022-09-13 09:27:50
9520,2,10000,0,444696565,0.023233,0.0,2021-03-11 10:56:01,2021-05-10 10:56:01,2021-05-10 10:56:01
9521,1,10000,0,55248395,0.011319,0.0,2020-12-29 18:45:29,2021-02-27 18:45:29,2021-02-27 18:45:29
9522,3,30000,0,116115083,0.009603,0.0,2022-06-21 20:07:16,2022-07-21 20:07:16,2022-07-21 20:07:16
9523,10,10000,0,999275242,0.018166,0.0,2022-12-19 15:29:25,2023-01-18 15:29:25,2023-01-18 15:29:25
9524,4,10000,0,654764236,0.012545,0.0,2020-08-15 16:13:11,2020-10-14 16:13:11,2020-10-14 16:13:11
9525,5,30000,0,683079715,0.021249,0.0,2023-06-08 11:28:33,2023-08-07 11:28:33,2023-08-07 11:28:33
9526,9,0,0,218133240,0.021525,256283.5750271922,2020-06-05 17:07:38,2020-07-05 17:07:38,2020-07-09 17:07:38
9527,12,0,0,739436304,0.017863,0.0,2023-08-05 04:51:01,2023-09-04 04:51:01,2023-09-04 04:51:01
9528,5,10000,0,233639521,0.021998,0.0,2021-01-16 06:39:39,2021-03-17 06:39:39,2021-03-17 06:39:39
9529,4,0,0,250311868,0.016951,2135353.6524371216,2020-04-10 07:17:19,2020-05-10 07:17:19,2020-06-10 07:17:19
9530,2,0,0,823087740,0.017004,0.0,2021-01-16 13:48:12,2021-02-15 13:48:12,2021-02-15 13:48:12
9531,1,0,0,34259391,0.028597,0.0,2022-10-16 20:38:43,2022-11-15 20:38:43,2022-11-15 20:38:43
9532,7,0,0,468565961,0.028784,0.0,2022-11-05 19:18:42,2022-12-05 19:18:42,2022-12-05 19:18:42
9533,9,10000,0,589253781,0.013438,0.0,2022-09-26 05:05:29,2022-11-25 05:05:29,2022-11-25 05:05:29
9534,1,30000,0,55335710,0.02772,0.0,2023-03-23 09:40:25,2023-04-22 09:40:25,2023-04-22 09:40:25
9535,2,0,0,737411918,0.014565,1780723.8675619652,2021-11-02 07:53:04,2022-01-01 07:53:04,2022-01-17 07:53:04
9536,9,0,0,571997785,0.012111,0.0,2021-12-07 05:56:49,2022-03-07 05:56:49,2022-03-07 05:56:49
9537,3,20000,0,96029206,0.014664,0.0,2022-05-06 18:25:42,2022-08-04 18:25:42,2022-08-04 18:25:42
9538,9,10000,0,629056405,0.018368,579893.0022480141,2023-07-24 04:07:42,2023-08-23 04:07:42,2023-08-31 04:07:42
9539,8,10000,0,865535851,0.018846,0.0,2023-05-05 07:15:58,2023-07-04 07:15:58,2023-07-04 07:15:58
9540,7,20000,0,675429883,0.023331,0.0,2022-05-27 10:43:37,2022-06-26 10:43:37,2022-06-26 10:43:37
9541,3,0,0,666791557,0.018113,2544262.876692375,2022-12-16 08:53:08,2023-02-14 08:53:08,2023-03-30 08:53:08
9542,10,30000,0,747090954,0.017157,0.0,2023-04-14 08:32:41,2023-06-13 08:32:41,2023-06-13 08:32:41
9543,9,0,0,35758738,0.022229,111935.93418486409,2022-05-23 10:27:17,2022-08-21 10:27:17,2022-09-09 10:27:17
9544,6,20000,0,275417005,0.019786,0.0,2021-05-25 22:27:02,2021-07-24 22:27:02,2021-07-24 22:27:02
9545,1,10000,0,978897378,0.02273,0.0,2020-11-22 07:59:37,2021-02-20 07:59:37,2021-02-20 07:59:37
9546,4,20000,0,924272611,0.024394,0.0,2023-11-16 06:06:32,2023-12-16 06:06:32,2023-12-16 06:06:32
9547,9,0,0,819965798,0.014772,10241412.702761604,2023-04-24 03:47:35,2023-05-24 03:47:35,2023-07-19 03:47:35
9548,3,0,0,484527252,0.021155,0.0,2023-06-18 11:34:01,2023-08-17 11:34:01,2023-08-17 11:34:01
9549,7,10000,0,797269500,0.015302,0.0,2022-02-26 13:32:35,2022-04-27 13:32:35,2022-04-27 13:32:35
9550,4,30000,0,467574573,0.012397,298519.9556624983,2022-07-15 07:00:42,2022-08-14 07:00:42,2022-08-21 07:00:42
9551,7,0,0,442944364,0.024885,0.0,2023-07-07 10:12:09,2023-09-05 10:12:09,2023-09-05 10:12:09
9552,8,0,0,92325898,0.029724,0.0,2021-08-30 15:54:58,2021-09-29 15:54:58,2021-09-29 15:54:58
9553,5,0,0,601957774,0.012145,0.0,2020-11-27 03:51:04,2021-02-25 03:51:04,2021-02-25 03:51:04
9554,9,0,0,841889688,0.028649,1160557.0644732888,2021-05-26 07:10:44,2021-06-25 07:10:44,2021-07-12 07:10:44
9555,2,0,0,626549914,0.013907,0.0,2021-04-22 09:03:27,2021-06-21 09:03:27,2021-06-21 09:03:27
9556,10,10000,0,49219712,0.018509,0.0,2021-08-18 07:58:27,2021-09-17 07:58:27,2021-09-17 07:58:27
9557,10,20000,0,748227598,0.020553,9763019.333087346,2022-12-08 12:49:15,2023-01-07 12:49:15,2023-02-23 12:49:15
9558,11,10000,0,809496835,0.011313,0.0,2022-07-20 14:33:28,2022-08-19 14:33:28,2022-08-19 14:33:28
9559,7,20000,0,568139334,0.025814,0.0,2022-06-13 03:26:43,2022-07-13 03:26:43,2022-07-13 03:26:43
9560,6,30000,0,319261283,0.019951,0.0,2021-08-17 02:30:39,2021-11-15 02:30:39,2021-11-15 02:30:39
9561,3,10000,0,356336548,0.014514,0.0,2021-04-21 07:38:45,2021-06-20 07:38:45,2021-06-20 07:38:45
9562,1,30000,10000,398238810,0.011403,0.0,2020-01-14 04:45:28,2020-03-14 04:45:28,2020-03-14 04:45:28
9563,12,0,0,279955183,0.016646,0.0,2021-11-05 20:40:27,2021-12-05 20:40:27,2021-12-05 20:40:27
9564,4,10000,0,124539891,0.021428,0.0,2020-12-10 20:56:23,2021-02-08 20:56:23,2021-02-08 20:56:23
9565,5,30000,0,378853065,0.017052,0.0,2023-08-09 20:19:51,2023-10-08 20:19:51,2023-10-08 20:19:51
9566,10,10000,0,808663880,0.020604,0.0,2020-08-24 20:10:02,2020-09-23 20:10:02,2020-09-23 20:10:02
9567,9,0,0,480276152,0.01204,746622.3258910396,2021-04-01 03:42:02,2021-05-31 03:42:02,2021-07-16 03:42:02
9568,4,10000,20000,134843080,0.02746,0.0,2022-11-23 03:53:15,2022-12-23 03:53:15,2022-12-23 03:53:15
9569,8,10000,0,540207111,0.021885,1427678.4446995407,2022-04-20 13:07:11,2022-05-20 13:07:11,2022-06-20 13:07:11
9570,11,10000,0,548992494,0.011984,0.0,2023-12-26 01:25:59,2024-01-25 01:25:59,2024-01-25 01:25:59
9571,8,0,0,850290815,0.011283,0.0,2023-06-12 12:16:35,2023-08-11 12:16:35,2023-08-11 12:16:35
9572,11,0,0,194990218,0.010842,230031.1771938453,2023-07-25 10:26:26,2023-09-23 10:26:26,2023-09-27 10:26:26
9573,11,0,0,15651651,0.019179,0.0,2020-07-12 03:44:46,2020-09-10 03:44:46,2020-09-10 03:44:46
9574,1,30000,0,121756170,0.017516,0.0,2021-07-06 16:27:22,2021-09-04 16:27:22,2021-09-04 16:27:22
9575,1,10000,0,995951583,0.009773,0.0,2022-03-17 18:12:12,2022-04-16 18:12:12,2022-04-16 18:12:12
9576,8,30000,0,546717984,0.027949,0.0,2022-10-09 01:22:15,2023-01-07 01:22:15,2023-01-07 01:22:15
9577,7,10000,0,193209560,0.010555,0.0,2021-11-15 14:05:54,2022-01-14 14:05:54,2022-01-14 14:05:54
9578,8,10000,0,951661967,0.014239,0.0,2021-02-02 02:09:40,2021-04-03 02:09:40,2021-04-03 02:09:40
9579,7,30000,0,459744024,0.023911,0.0,2023-12-14 23:02:52,2024-01-13 23:02:52,2024-01-13 23:02:52
9580,9,0,0,975070261,0.010502,0.0,2023-07-01 01:55:12,2023-09-29 01:55:12,2023-09-29 01:55:12
9581,5,0,0,902463634,0.028422,0.0,2022-09-09 04:29:03,2022-11-08 04:29:03,2022-11-08 04:29:03
9582,12,0,0,665296712,0.014331,0.0,2023-03-01 13:03:52,2023-04-30 13:03:52,2023-04-30 13:03:52
9583,8,10000,0,173049458,0.029209,0.0,2021-12-28 09:08:43,2022-03-28 09:08:43,2022-03-28 09:08:43
9584,8,10000,0,599516238,0.022616,0.0,2023-01-15 09:38:55,2023-03-16 09:38:55,2023-03-16 09:38:55
9585,4,10000,0,786664526,0.019191,3011601.875289862,2021-08-21 23:21:22,2021-10-20 23:21:22,2021-12-12 23:21:22
9586,9,10000,0,727489654,0.01998,0.0,2020-09-22 17:26:20,2020-12-21 17:26:20,2020-12-21 17:26:20
9587,3,10000,0,67524309,0.015204,0.0,2022-05-04 01:39:18,2022-07-03 01:39:18,2022-07-03 01:39:18
9588,12,0,0,626248947,0.029026,0.0,2021-10-24 13:43:27,2021-12-23 13:43:27,2021-12-23 13:43:27
9589,8,30000,0,187454621,0.009617,1030516.889311882,2020-11-27 19:53:54,2021-01-26 19:53:54,2021-02-20 19:53:54
9590,2,10000,0,687412519,0.025722,0.0,2023-06-11 00:52:36,2023-07-11 00:52:36,2023-07-11 00:52:36
9591,8,10000,0,305641119,0.026422,0.0,2023-12-29 09:30:22,2024-01-28 09:30:22,2024-01-28 09:30:22
9592,6,10000,0,206132638,0.024555,0.0,2021-08-02 00:56:30,2021-10-01 00:56:30,2021-10-01 00:56:30
9593,10,0,0,623375060,0.027578,0.0,2022-03-10 20:33:17,2022-06-08 20:33:17,2022-06-08 20:33:17
9594,11,0,0,358969533,0.027738,721659.2013317818,2023-08-01 21:45:10,2023-10-30 21:45:10,2023-12-08 21:45:10
9595,11,0,0,156884815,0.028862,0.0,2021-01-06 05:24:11,2021-03-07 05:24:11,2021-03-07 05:24:11
9596,6,0,0,865407358,0.014816,0.0,2021-03-19 11:39:47,2021-04-18 11:39:47,2021-04-18 11:39:47
9597,2,20000,0,458196636,0.023258,0.0,2023-10-15 18:24:27,2023-12-14 18:24:27,2023-12-14 18:24:27
9598,10,10000,0,426983136,0.010384,0.0,2020-01-08 11:00:43,2020-02-07 11:00:43,2020-02-07 11:00:43
9599,4,0,20000,227558346,0.020157,2369911.4575200505,2020-07-07 02:40:11,2020-09-05 02:40:11,2020-10-31 02:40:11
9600,3,10000,0,586228169,0.011155,0.0,2022-01-23 20:15:37,2022-04-23 20:15:37,2022-04-23 20:15:37
9601,5,0,0,903555136,0.024232,0.0,2023-05-28 23:09:19,2023-07-27 23:09:19,2023-07-27 23:09:19
9602,5,30000,0,827781756,0.019937,0.0,2021-01-25 05:36:56,2021-03-26 05:36:56,2021-03-26 05:36:56
9603,9,30000,0,615112222,0.027918,277947.01407467306,2022-03-14 23:50:41,2022-06-12 23:50:41,2022-06-14 23:50:41
9604,12,10000,0,752649334,0.011693,0.0,2022-06-13 01:40:33,2022-09-11 01:40:33,2022-09-11 01:40:33
9605,4,20000,20000,232829442,0.015874,0.0,2022-12-21 20:01:53,2023-02-19 20:01:53,2023-02-19 20:01:53
9606,8,10000,0,539289771,0.019604,697693.5490752589,2021-11-02 20:05:11,2021-12-02 20:05:11,2021-12-28 20:05:11
9607,5,0,0,517639327,0.02758,0.0,2020-03-18 10:36:14,2020-05-17 10:36:14,2020-05-17 10:36:14
9608,4,10000,0,527411784,0.023919,0.0,2020-09-08 00:43:01,2020-11-07 00:43:01,2020-11-07 00:43:01
9609,5,30000,0,392826668,0.013155,0.0,2023-12-15 11:58:35,2024-02-13 11:58:35,2024-02-13 11:58:35
9610,11,30000,0,961658138,0.015025,0.0,2020-11-21 03:56:35,2021-02-19 03:56:35,2021-02-19 03:56:35
9611,1,30000,10000,940806462,0.024349,0.0,2022-10-08 08:30:40,2022-12-07 08:30:40,2022-12-07 08:30:40
9612,7,10000,0,312428066,0.025737,0.0,2023-08-22 03:48:28,2023-09-21 03:48:28,2023-09-21 03:48:28
9613,10,10000,0,765354802,0.009849,0.0,2023-07-08 00:55:47,2023-09-06 00:55:47,2023-09-06 00:55:47
9614,11,10000,0,571916763,0.017798,0.0,2021-05-24 18:43:43,2021-06-23 18:43:43,2021-06-23 18:43:43
9615,6,30000,0,18546505,0.025978,0.0,2022-07-12 04:57:49,2022-08-11 04:57:49,2022-08-11 04:57:49
9616,1,30000,0,416743770,0.018996,0.0,2022-04-23 05:18:39,2022-05-23 05:18:39,2022-05-23 05:18:39
9617,8,10000,0,801242401,0.016077,6014100.796661471,2022-04-28 22:53:45,2022-05-28 22:53:45,2022-07-12 22:53:45
9618,9,30000,0,324792215,0.021433,0.0,2023-09-26 00:17:44,2023-12-25 00:17:44,2023-12-25 00:17:44
9619,7,0,0,835103933,0.02492,0.0,2023-07-10 19:02:26,2023-10-08 19:02:26,2023-10-08 19:02:26
9620,8,10000,0,268783351,0.017498,0.0,2023-09-17 19:10:31,2023-10-17 19:10:31,2023-10-17 19:10:31
9621,2,0,0,879111833,0.021738,0.0,2023-11-03 09:32:40,2024-02-01 09:32:40,2024-02-01 09:32:40
9622,10,20000,0,711873678,0.025992,0.0,2022-01-18 00:46:41,2022-04-18 00:46:41,2022-04-18 00:46:41
9623,2,10000,0,993879991,0.021363,0.0,2022-08-25 23:02:40,2022-09-24 23:02:40,2022-09-24 23:02:40
9624,10,0,0,483783892,0.014217,0.0,2020-06-16 23:10:02,2020-08-15 23:10:02,2020-08-15 23:10:02
9625,9,0,0,499390263,0.024642,0.0,2021-11-17 07:26:03,2022-01-16 07:26:03,2022-01-16 07:26:03
9626,8,10000,0,509479152,0.014144,0.0,2021-11-07 07:33:04,2022-02-05 07:33:04,2022-02-05 07:33:04
9627,8,20000,0,345555323,0.029433,1327524.3830277312,2020-10-03 03:54:04,2021-01-01 03:54:04,2021-01-17 03:54:04
9628,12,0,0,200046871,0.018441,0.0,2021-04-18 04:54:59,2021-05-18 04:54:59,2021-05-18 04:54:59
9629,2,10000,0,694816454,0.021501,8473949.26912915,2022-02-14 13:00:15,2022-05-15 13:00:15,2022-06-30 13:00:15
9630,7,30000,0,652550615,0.016357,0.0,2021-03-30 06:42:16,2021-04-29 06:42:16,2021-04-29 06:42:16
9631,11,10000,0,930635511,0.010287,0.0,2021-10-11 16:42:52,2022-01-09 16:42:52,2022-01-09 16:42:52
9632,7,10000,0,496061213,0.009812,0.0,2020-03-08 21:39:09,2020-04-07 21:39:09,2020-04-07 21:39:09
9633,10,0,0,487563369,0.02482,201708.65409748134,2020-02-22 20:03:55,2020-03-23 20:03:55,2020-03-25 20:03:55
9634,1,10000,0,744017738,0.014267,0.0,2022-02-26 19:42:47,2022-03-28 19:42:47,2022-03-28 19:42:47
9635,7,0,0,474591779,0.021362,555045.4942139678,2022-05-16 02:02:24,2022-08-14 02:02:24,2022-09-08 02:02:24
9636,3,30000,0,46257881,0.029438,0.0,2021-01-29 13:27:01,2021-02-28 13:27:01,2021-02-28 13:27:01
9637,3,10000,0,763441451,0.026461,0.0,2021-02-21 13:11:50,2021-04-22 13:11:50,2021-04-22 13:11:50
9638,2,10000,0,339817900,0.016792,0.0,2020-06-22 08:58:45,2020-07-22 08:58:45,2020-07-22 08:58:45
9639,8,10000,0,426338539,0.022157,160609.8023073145,2021-06-02 18:56:40,2021-08-01 18:56:40,2021-08-06 18:56:40
9640,8,20000,0,464697264,0.012292,0.0,2022-02-13 04:50:32,2022-05-14 04:50:32,2022-05-14 04:50:32
9641,9,10000,0,895203552,0.014562,0.0,2023-04-02 04:19:47,2023-06-01 04:19:47,2023-06-01 04:19:47
9642,8,30000,0,15796054,0.027666,0.0,2020-03-10 00:37:58,2020-06-08 00:37:58,2020-06-08 00:37:58
9643,5,0,0,454070961,0.010217,0.0,2021-01-13 07:28:51,2021-03-14 07:28:51,2021-03-14 07:28:51
9644,5,30000,0,39036485,0.013446,0.0,2021-02-01 20:00:24,2021-04-02 20:00:24,2021-04-02 20:00:24
9645,5,10000,0,700263207,0.012032,0.0,2023-03-18 15:03:13,2023-04-17 15:03:13,2023-04-17 15:03:13
9646,7,10000,0,162347377,0.024344,0.0,2020-02-29 07:37:19,2020-05-29 07:37:19,2020-05-29 07:37:19
9647,8,20000,0,825808708,0.020609,500925.3041359896,2022-04-19 16:21:37,2022-06-18 16:21:37,2022-07-20 16:21:37
9648,7,0,0,417848505,0.022143,0.0,2023-08-10 16:42:20,2023-11-08 16:42:20,2023-11-08 16:42:20
9649,3,20000,0,50310979,0.018644,615792.1757002702,2022-02-04 22:51:50,2022-03-06 22:51:50,2022-04-28 22:51:50
9650,12,10000,0,481596326,0.020114,0.0,2021-11-22 21:06:11,2022-01-21 21:06:11,2022-01-21 21:06:11
9651,10,0,0,807619877,0.015809,2271457.4488944868,2021-08-17 04:59:22,2021-09-16 04:59:22,2021-09-28 04:59:22
9652,5,0,0,668659968,0.024328,2280100.32355537,2023-04-23 20:57:21,2023-05-23 20:57:21,2023-06-16 20:57:21
9653,5,10000,0,114199194,0.016233,0.0,2022-01-24 05:23:01,2022-04-24 05:23:01,2022-04-24 05:23:01
9654,8,0,0,950560538,0.025129,0.0,2021-09-12 09:56:38,2021-10-12 09:56:38,2021-10-12 09:56:38
9655,11,10000,0,924179247,0.021229,561032.0543397893,2023-06-02 15:30:45,2023-08-31 15:30:45,2023-09-03 15:30:45
9656,11,30000,0,289840444,0.018469,1649452.011909901,2021-08-13 16:02:01,2021-10-12 16:02:01,2021-10-31 16:02:01
9657,8,30000,0,462740046,0.024041,0.0,2022-03-06 13:59:07,2022-05-05 13:59:07,2022-05-05 13:59:07
9658,10,0,0,869362522,0.02239,0.0,2023-03-06 13:24:56,2023-04-05 13:24:56,2023-04-05 13:24:56
9659,2,10000,0,935971831,0.01088,0.0,2021-07-05 14:05:05,2021-09-03 14:05:05,2021-09-03 14:05:05
9660,6,30000,0,806375881,0.014513,0.0,2023-07-13 13:23:25,2023-09-11 13:23:25,2023-09-11 13:23:25
9661,2,20000,10000,742944772,0.021741,0.0,2020-02-26 03:31:33,2020-05-26 03:31:33,2020-05-26 03:31:33
9662,9,30000,0,66973737,0.013925,0.0,2023-06-12 20:32:32,2023-07-12 20:32:32,2023-07-12 20:32:32
9663,4,0,20000,29062259,0.022152,0.0,2020-10-20 01:16:36,2021-01-18 01:16:36,2021-01-18 01:16:36
9664,5,20000,0,354730614,0.027851,0.0,2021-05-28 06:27:36,2021-07-27 06:27:36,2021-07-27 06:27:36
9665,10,30000,0,305529561,0.025172,0.0,2022-10-03 23:20:41,2022-11-02 23:20:41,2022-11-02 23:20:41
9666,5,0,0,442795624,0.015093,525544.9165524152,2020-01-02 01:10:52,2020-02-01 01:10:52,2020-02-28 01:10:52
9667,10,10000,0,51518924,0.029548,33675.015697469666,2023-02-11 16:15:34,2023-03-13 16:15:34,2023-03-26 16:15:34
9668,3,30000,0,606261068,0.029207,0.0,2021-11-25 17:01:35,2021-12-25 17:01:35,2021-12-25 17:01:35
9669,3,30000,0,97854195,0.023796,0.0,2021-12-17 22:56:40,2022-02-15 22:56:40,2022-02-15 22:56:40
9670,3,20000,0,344874370,0.009367,0.0,2022-08-16 20:25:30,2022-09-15 20:25:30,2022-09-15 20:25:30
9671,12,0,0,14792500,0.028765,0.0,2021-07-07 20:06:22,2021-09-05 20:06:22,2021-09-05 20:06:22
9672,4,30000,0,180354395,0.025671,0.0,2021-01-09 21:14:35,2021-03-10 21:14:35,2021-03-10 21:14:35
9673,2,0,0,462993662,0.029775,0.0,2021-04-02 22:26:45,2021-05-02 22:26:45,2021-05-02 22:26:45
9674,1,0,0,520312651,0.018872,0.0,2023-03-03 06:10:55,2023-06-01 06:10:55,2023-06-01 06:10:55
9675,3,20000,0,754169237,0.026442,0.0,2023-08-27 11:12:09,2023-11-25 11:12:09,2023-11-25 11:12:09
9676,7,0,0,55937298,0.011441,0.0,2023-04-15 11:02:17,2023-07-14 11:02:17,2023-07-14 11:02:17
9677,2,0,0,187150594,0.012701,0.0,2023-05-05 15:30:09,2023-06-04 15:30:09,2023-06-04 15:30:09
9678,9,10000,0,314085814,0.024886,0.0,2023-07-11 11:46:54,2023-09-09 11:46:54,2023-09-09 11:46:54
9679,12,30000,0,624542779,0.024618,0.0,2023-08-14 20:09:13,2023-10-13 20:09:13,2023-10-13 20:09:13
9680,4,10000,0,617696053,0.020158,1849653.6157243566,2022-01-18 04:50:45,2022-02-17 04:50:45,2022-03-03 04:50:45
9681,7,0,0,972999966,0.020925,0.0,2022-03-25 03:40:21,2022-04-24 03:40:21,2022-04-24 03:40:21
9682,4,0,0,323173628,0.014301,1837071.5041362483,2023-10-19 15:17:35,2023-12-18 15:17:35,2024-01-15 15:17:35
